company_no,company_name,cb_no,bond_type,bond_period,bond_category,publish_date,expire_date,publish_qty,remain_qty,basic_interest,interest_pay_type,interest_calc_count,interest_pay_count,credit_level,publish_location,back_flag,back_description,bond_short_name,announce_date,publish_length,publish_month,ipo,ensure,ensure_status,sell_back_date,sell_back_price,sell_broker,remain_change_date,remain_change_cause,currency,collect_method,convert_price,convert_start_date,convert_end_date,trustee
2603      ,長榮海運,26033          ,5,3         ,,20090807,20140807,2500000000,523200000,0, ,0,0,不適用  ,1,1,                                                                                ,長榮三                        ,20090807,5,0,2,2,                                                                                ,20120807,101.51,永豐金證券股份有限公司                                                          ,20140731,債券持有人申請轉換                                          ,1,7,20.04,20090908,20140728,永豐商業銀行股份有限公司                          
2609      ,槢晱?瞗,YD43AE         ,5,1         ,,20120627,20190627,5800000000,5800000000,3, ,0,0,        ,0,2,依當時之轉換價格就當時流通在外之本債券一次強制轉換為本公司普通股                ,陽明私募一債                  ,0,7,0,5,1,臺灣銀行、合作金庫、臺灣土地銀行、第一銀行、華南銀行、上海商業儲蓄銀行          ,0,0,                                                                                ,0,                                                            ,0,8,12.68,20120928,20190617,兆豐國際商業銀行股份有限公司                      
2609      ,陽明海運,26094          ,5,4         ,,20130607,20180607,4609200000,4609200000,0, ,0,0,不適用  ,1,1,                                                                                ,陽明四                        ,20130607,5,0,2,2,                                                                                ,20160607,100,凱基證券（股）公司                                                              ,0,                                                            ,0,7,14.23,20130708,20180528,台北富邦商業銀行                                  
2610      ,華航,26105          ,5,五        ,,20131226,20181226,6000000000,6000000000,0, ,0,0,不適用  ,1,1,                                                                                ,華航五                        ,20131226,5,0,2,2,                                                                                ,20161226,100.75,凱基證券股份有限公司                                                            ,0,                                                            ,1,7,12.24,20140127,20181216,中國信託商業銀行信託部                            
2636      ,台驊國際,26361          ,5,一        ,,20110127,20160127,500000000,20900000,0, ,0,0,        ,1,1,                                                                                ,台驊一                        ,20110127,5,0,2,2,                                                                                ,0,0,大華證券股份有限公司、群益證券股份有限公司、永豐金證券股份有限公司。            ,0,                                                            ,1,7,33.3,20110228,20160117,玉山商業銀行股份有限公司信託部。                  
2636      ,台驊投控,26362          ,5,二        ,,20140123,20170123,300000000,300000000,0, ,0,0,        ,1,1,                                                                                ,台驊二                        ,20140123,3,0,2,2,                                                                                ,0,0,凱基證券(股)公司、群益證券(股)公司、元大寶來證券(股)公司、兆豐證券(股)公司      ,0,                                                            ,1,7,28.1,20140224,20170113,玉山商業銀行股份有限公司信託部                    
2637      ,F-慧洋,26371          ,5,1         ,,20120329,20170329,600000000,303600000,0, ,0,0,        ,1,1,                                                                                ,慧洋一                        ,20120329,5,0,2,2,                                                                                ,20140329,101,富邦綜合證券股份有限公司                                                        ,20140731,轉換普通股                                                  ,1,7,46,20120430,20170319,台北富邦商業銀行股份有限公司                      
2640      ,大車隊,26401          ,5,1         ,,20140609,20170609,1000000000,999600000,0, ,0,0,不適用  ,1,1,                                                                                ,大車一                        ,20140609,3,0,2,2,                                                                                ,20160609,102.01,康和綜合證券股份有限公司                                                        ,0,                                                            ,1,7,133.4,20140710,20170530,上海商業儲蓄銀行                                  
2707      ,晶華酒店,27071          ,5,一        ,,20130710,20180710,1500000000,1500000000,0, ,0,0,無      ,1,1,                                                                                ,晶華一                        ,20130710,5,0,2,2,                                                                                ,20160710,100,富邦綜合證券股份有限公司                                                        ,0,                                                            ,1,7,417.5,20130811,20180630,台北富邦商業銀行                                  
2724      ,F-富驛,27241          ,5,1         ,,20130927,20160927,200000000,200000000,0, ,0,0,不適用  ,1,1,                                                                                ,富驛一                        ,20130927,3,0,2,2,                                                                                ,20150927,102.01,兆豐證券股份有限公司                                                            ,0,                                                            ,1,7,48.6,20131027,20160917,台北富邦商業銀行股份有限公司                      
2847      ,大眾銀行,               ,5,96-1      ,,20071220,20141219,7500000000,7500000000,3, ,0,0,        ,0,1,                                                                                ,                              ,0,7,0,5,2,                                                                                ,20121219,100,無                                                                              ,0,                                                            ,1,8,17,20081220,20141209,無                                                
2885      ,元大金,28851          ,5,1         ,,20100707,20150707,5000000000,4989000000,0, ,0,0,不適用  ,1,1,                                                                                ,元金一                        ,20100709,5,0,2,2,                                                                                ,20130707,100,統一綜合證券股份有限公司                                                        ,20130707,賣回                                                        ,1,7,20.8,20100908,20150627,兆豐國際商業銀行                                  
2888      ,新光金,28883          ,5,2         ,,20120423,20170423,5000000000,4959400000,0, ,0,0,不適用  ,1,1,                                                                                ,新金二                        ,20120423,5,0,2,2,                                                                                ,20150423,101.51,永豐金證券股份有限公司                                                          ,20140731,                                                            ,1,7,10.5,20120524,20170413,台北富邦商業銀行股份有限公司                      
2911      ,麗嬰房,29111          ,5,1         ,,20130109,20160109,600000000,600000000,0, ,0,0,        ,1,1,                                                                                ,麗嬰一                        ,20130109,3,0,2,2,                                                                                ,0,0,大華證券股份有限公司                                                            ,0,                                                            ,0,7,23.5,20130210,20151231,台北富邦商業銀行(股)公司信託部                    
2915      ,潤泰全球,29151          ,5,1         ,,20110113,20160113,4000000000,3994000000,0, ,0,0,不適用  ,1,1,                                                                                ,潤全一                        ,20110113,5,0,2,2,                                                                                ,20160113,100,元大證券股份有限公司                                                            ,0,                                                            ,1,7,94.5,20110214,20160103,元大商業銀行股份有限公司                          
2924      ,F-東凌,29241          ,5,1         ,,20130204,20160204,200000000,39700000,0, ,0,0,不適用  ,1,1,                                                                                ,東凌一                        ,20130204,3,0,2,2,                                                                                ,20150204,101,國泰綜合證券股份有限公司                                                        ,0,                                                            ,1,7,66.8,20130305,20160125,玉山銀行信託部                                    
3003      ,健和興,30032          ,5,2         ,,20100818,20150818,500000000,96400000,0, ,0,0,不適用  ,1,1,                                                                                ,健和二                        ,20100818,5,0,2,2,                                                                                ,20140818,104.06,凱基證券股份有限公司                                                            ,20140731,轉換                                                        ,1,7,35.43,20100919,20150808,中華開發工業銀行股份有限公司                      
3010      ,華立,30102          ,5,2         ,,20140801,20170801,1000000000,1000000000,0, ,0,0,無      ,1,1,                                                                                ,華立二                        ,20140801,3,0,2,2,                                                                                ,0,0,元大寶來證券股份有限公司                                                        ,0,                                                            ,1,7,69,20140902,20170801,華南商業銀行股份有限公司信託部                    
3019      ,亞洲光學,30192          ,5,二        ,,20090915,20140915,1500000000,5800000,0, ,0,0,無      ,1,1,                                                                                ,亞光二                        ,20090915,5,0,2,1,中華開發工業銀行                                                                ,20130914,102.02,大華證券股份有限公司                                                            ,20130924,無                                                          ,1,7,55,20091015,20140905,中國信託商業股份有限公司                          
3023      ,信邦電子,30235          ,5,5         ,1         ,20140623,20170623,300000000,300000000,0, ,0,0,不適用  ,1,1,                                                                                ,信邦五                        ,20140623,3,0,2,2,                                                                                ,20160623,102.01,富邦綜合證券股份有限公司                                                        ,0,不適用                                                      ,1,7,46.9,20140924,20170613,台北富邦商業銀行股份有限公司                      
3026      ,禾伸堂企業股份有限公司,30263          ,5,3         ,,20100623,20150623,700000000,104500000,0, ,0,0,不適用  ,1,1,                                                                                ,禾伸三                        ,20100623,5,0,2,2,                                                                                ,20150623,100,兆豐證券(股)公司                                                                ,20140630,                                                            ,1,7,43.5,20100724,20150613,中國信託商業銀行(股)公司                          
3029      ,零壹科技,30292          ,5,2         ,,20140519,20190519,500000000,500000000,0, ,0,0,不適用  ,1,1,                                                                                ,零壹二                        ,20140519,5,0,2,2,                                                                                ,20170519,100,元大寶來證券股份有限公司                                                        ,0,                                                            ,1,7,20,20140620,20190509,玉山商業銀行股份有限公司信託部                    
3033      ,威健,30333          ,5,3         ,0         ,20110620,20160620,800000000,422600000,0, ,0,0,不適用  ,1,1,                                                                                ,威健三                        ,20110620,5,0,2,2,                                                                                ,20150620,106.14,華南永昌綜合券商(股)公司                                                        ,20140731,                                                            ,1,7,28.6,20110721,20160610,華南商業銀行(股)公司                              
3042      ,晶技,30424          ,5,4         ,,20130125,20160125,800000000,800000000,0, ,0,0,        ,1,1,                                                                                ,晶技四                        ,20130125,3,0,2,2,                                                                                ,0,0,元大寶來證券股份有限公司                                                        ,0,                                                            ,1,7,49.2,20130226,20160115,中國信託商業銀行股份有限公司                      
3043      ,科風,30432          ,5,2         ,,20111024,20141024,300000000,1000000,0, ,0,0,不適用  ,1,1,                                                                                ,科風二                        ,20111024,3,0,2,3,中國信託商業銀行股份有限公司與遠東國際商業銀行股份有限公司                      ,20131024,100,大華證券股份有限公司                                                            ,0,                                                            ,0,7,25.5,20111125,20141014,兆豐國際商業銀行股份有限公司                      
3047      ,訊舟科技,30476          ,5,6         ,,20130227,20180227,400000000,319000000,0, ,0,0,不適用  ,1,1,                                                                                ,訊舟六                        ,20130227,5,0,2,1,中國信託商業銀行股份有限公司及中華開發工業銀行股份有限公司                      ,20160227,103.0301,統一綜合證券股份有限公司                                                        ,0,                                                            ,1,7,13.6,20130328,20180217,兆豐國際商業銀行股份有限公司                      
3048      ,益登,30481          ,5,1         ,,20140711,20170711,300000000,300000000,0, ,0,0,無      ,1,1,                                                                                ,益登一                        ,20140711,3,0,2,2,                                                                                ,0,0,凱基證券股份有限公司                                                            ,0,                                                            ,1,7,26.6,20140812,20170701,玉山商業銀行股份有限公司信託部                    
3054      ,萬國科技,30543          ,5,3         ,,20140102,20170102,350000000,350000000,0, ,0,0,不適用  ,1,1,                                                                                ,萬國三                        ,20140102,3,0,2,1,華南商業銀行股份有限公司                                                        ,20160102,101.0025,國泰綜合證券股份有限公司                                                        ,0,                                                            ,1,7,22.9,20140203,20161222,台北富邦商業銀行股份有限公司                      
3056      ,總太地產,30562          ,5,二        ,,20130513,20160513,700000000,461900000,0, ,0,0,不適用  ,1,1,                                                                                ,總太二                        ,20130513,3,0,2,1,合作金庫商業銀行股份有限公司                                                    ,20150513,102.01,合作金庫證券股份有限公司                                                        ,20140731,公司債轉換為普通股                                          ,1,7,28.37,20130614,20160503,日盛國際商業銀行股份有限公司信託處                
3061      ,璨圓光電,30614          ,5,四        ,,20120731,20170731,1500000000,1385500000,0, ,0,0,不適用  ,1,1,                                                                                ,璨圓四                        ,20120731,5,0,2,2,                                                                                ,20140731,101.0025,永豐金證券股份有限公司                                                          ,20130430,債權人轉換                                                  ,1,7,20.8,20120901,20170721,華泰商業銀行信託部                                
3089      ,展成科技,30892          ,5,2         ,,20130813,20160813,300000000,0,0, ,0,0,不適用  ,1,1,                                                                                ,展成二                        ,20130813,3,0,2,1,板信商業銀行股份有限公司                                                        ,20150813,101,統一綜合證券股份有限公司                                                        ,0,                                                            ,1,7,27,20130914,20160803,臺灣新光商業銀行股份有限公司信託部                
3128      ,昇銳電子,31281          ,5,1         ,,20140304,20170304,100000000,100000000,0, ,0,0,不適用  ,1,1,                                                                                ,昇銳一                        ,20140304,3,0,2,1,合作金庫商業銀行                                                                ,20160304,102.01,群益金鼎證券股份有限公司                                                        ,0,                                                            ,1,7,17.1,20140405,20170222,兆豐國際商業銀行                                  
3163      ,波若威,31631          ,5,1         ,,20130708,20180708,200000000,71000000,0, ,0,0,        ,1,1,                                                                                ,波若一                        ,20130708,5,0,2,2,                                                                                ,20150708,102.01,凱基證券股份有限公司                                                            ,0,                                                            ,1,7,39.49,20130809,20180628,兆豐國際商業銀行股份有限公司                      
3205      ,佰研,32051          ,5,1         ,,20131231,20161231,100000000,100000000,0, ,0,0,        ,1,1,                                                                                ,佰研一                        ,20131231,3,0,2,1,上海商業儲蓄銀行                                                                ,20151231,100,凱基證券股份有限公司                                                            ,0,                                                            ,1,7,28.45,20140201,20161221,台北富邦商業銀行信託部                            
3224      ,三顧,32242          ,5,2         ,,20140724,20170724,150000000,150000000,0, ,0,0,        ,1,1,                                                                                ,三顧二                        ,20140724,3,0,2,1,元大商業銀行                                                                    ,20160724,102.01,康和綜合證券                                                                    ,0,                                                            ,1,7,39.76,20140825,20170714,日盛國際商業銀行信託部                            
3252      ,海灣,32522          ,5,2         ,,20131104,20161104,200000000,157800000,0, ,0,0,不適用  ,1,1,                                                                                ,海灣二                        ,20131104,3,0,2,1,板信商業銀行股份有限公司                                                        ,20151104,102.01,中國信託綜合證券股份有限公司                                                    ,0,                                                            ,1,7,24.7,20131205,20161025,中國信託商業銀行股份有限公司                      
3252      ,海灣,32523          ,5,3         ,,20140529,20170529,200000000,200000000,0, ,0,0,不適用  ,1,1,                                                                                ,海灣三                        ,20140529,3,0,2,1,合作金庫商業銀行股份有限公司                                                    ,20160529,102.4144,合作金庫證券股份有限公司                                                        ,0,                                                            ,1,7,44.8,20140630,20170519,日盛國際商業銀行股份有限公司信託處                
3284      ,太普高,32842          ,5,2         ,,20120507,20150507,210000000,94100000,0, ,0,0,無      ,1,1,                                                                                ,太普二                        ,20120507,3,0,2,1,安泰商業銀行(股)公司                                                            ,20140507,100,康和綜合證券股份有限公司                                                        ,0,                                                            ,1,7,11.4,20120608,20150427,台北富邦商業銀行股份有限公司                      
3288      ,點晶科技,32881          ,5,1         ,,20140728,20170728,200000000,200000000,0, ,0,0,不適用  ,1,1,                                                                                ,點晶一                        ,20140728,3,0,2,1,遠東國際商業銀行股份有限公司台北重慶分公司;大眾銀行股份有限公司營業部           ,0,0,616T中國信託證券                                                                ,0,                                                            ,1,7,19.3,20140829,20170728,兆豐國際商業銀行股份有限公司                      
3290      ,東浦精密,32902          ,5,2         ,,20131211,20161211,250000000,250000000,0, ,0,0,不適用  ,1,1,                                                                                ,東浦二                        ,20131211,3,0,2,1,安泰商業銀行                                                                    ,20151211,101.0025,永豐金證券股份有限公司                                                          ,0,                                                            ,1,7,31.5,20140112,20161201,中國信託商業銀行股份有限公司                      
3313      ,斐成,33132          ,5,2         ,,20130904,20160904,200000000,199000000,0, ,0,0,不適用  ,1,1,                                                                                ,斐成二                        ,20130904,3,0,2,1,元大商業銀行股份有限公司                                                        ,20150904,101,國泰綜合證券股份有限公司                                                        ,20140731,                                                            ,1,7,11.55,20131005,20160825,大眾商業銀行股份有限公司                          
3322      ,建舜電子,33221          ,5,1         ,,20111206,20141206,200000000,174300000,0, ,0,0,不適用  ,1,1,                                                                                ,建舜一                        ,20111206,3,0,2,1,中國信託商業銀行                                                                ,0,0,中國信託綜合證券股份有限公司                                                    ,0,                                                            ,1,7,11,20120107,20141126,玉山銀行信託部                                    
3323      ,加百裕,33232          ,5,2         ,,20110722,20160722,500000000,38500000,0, ,0,0,        ,1,1,                                                                                ,加百二                        ,20110722,5,0,2,2,                                                                                ,20140722,103.0301,大華證券股份有限公司                                                            ,0,                                                            ,1,7,29.4,20110823,20160712,安泰商業銀行                                      
3339      ,泰谷光電,33392          ,5,2         ,,20140509,20170509,800000000,800000000,0, ,0,0,不適用  ,1,1,                                                                                ,泰谷二                        ,20140509,3,0,2,1,板信商業銀行股份有限公司                                                        ,0,0,福邦證券股份有限公司                                                            ,0,                                                            ,1,7,16,20140610,20170429,兆豐國際商業銀行股份有限公司信託部                
3339      ,泰谷光電,33393          ,5,3         ,,20140509,20170509,200000000,200000000,0, ,0,0,不適用  ,1,1,                                                                                ,泰谷三                        ,20140509,3,0,2,1,中國信託商業銀行股份有限公司                                                    ,0,0,福邦證券股份有限公司                                                            ,0,                                                            ,1,7,16,20140610,20170429,兆豐國際商業銀行股份有限公司信託部                
3363      ,上詮,33631          ,5,1         ,,20130626,20160626,400000000,31300000,0, ,0,0,        ,1,1,                                                                                ,上詮一                        ,20130626,3,0,2,1,"中國信託商業銀行,遠東銀行                                                       ",20150626,102.01,康和綜合證券                                                                    ,0,                                                            ,1,7,24.2,20130727,20160616,兆豐國際商業銀行                                  
3383      ,新世紀,33834          ,5,4         ,,20110324,20160324,220000000,0,0, ,0,0,不適用  ,1,1,                                                                                ,新世四                        ,20110324,5,0,2,2,                                                                                ,20140324,101.51,元大證券股份有限公司                                                            ,0,                                                            ,1,7,87.8,20110425,20160314,玉山銀行信託部                                    
3390      ,旭軟,33901          ,5,101       ,1         ,20120720,20150720,400000000,65000000,0, ,0,0,        ,1,1,                                                                                ,旭軟一                        ,20120720,3,0,2,2,                                                                                ,0,0,凱基證券股份有限公司                                                            ,20140630,                                                            ,1,7,38.4,20120821,20150710,中國信託商業銀行(股)公司                          
3438      ,台灣類比,34382          ,5,2         ,,20131127,20161127,300000000,300000000,0, ,0,0,        ,1,1,                                                                                ,類比二                        ,20131127,3,0,2,1,台北富邦商業銀行股份有限公司                                                    ,0,0,700T兆豐證券                                                                    ,0,                                                            ,1,7,27,20131230,20161117,兆豐國際商業銀行股份有限公司信託部                
3465      ,祥業科技,34652          ,5,2         ,,20140227,20170227,50000000,45000000,0, ,0,0,0       ,1,1,                                                                                ,祥業二                        ,20140227,3,0,2,1,大眾商業銀行股份有限公司                                                        ,20160227,101.0025,台灣工銀證券股份有限公司                                                        ,20140410,                                                            ,1,7,9.02,20140328,20170217,兆豐國際商業銀行信託部                            
3489      ,森寶,YK11AA         ,5,1         ,,20140117,20190117,300000000,300000000,2.5, ,0,0,不適用  ,0,1,                                                                                ,森寶私募一債                  ,0,5,0,5,2,                                                                                ,20170117,107.5,無                                                                              ,0,                                                            ,1,8,19.2,20170118,20190107,中國信託商業銀行(股)公司                          
3490      ,單井,34901          ,5,1         ,,20130423,20160423,300000000,299000000,0, ,0,0,        ,1,1,                                                                                ,單井一                        ,20130423,3,0,2,1,玉山商業銀行                                                                    ,20150423,102.01,永豐金證券股份有限公司                                                          ,0,                                                            ,1,7,17.27,20130524,20160413,永豐商業銀行股份有限公司                          
3494      ,誠研科技,34941          ,5,1         ,,20110621,20160620,500000000,13400000,0, ,0,0,不適用  ,1,1,                                                                                ,誠研一                        ,20110621,5,0,2,2,                                                                                ,20130620,100,富邦綜合證券股份有限公司                                                        ,20130630,103年7月無申請轉換                                          ,1,7,31.2,20110721,20160610,中國信託商業銀行股份有限公司信託部                
3514      ,昱晶能源,35141          ,5,1         ,,20120925,20170925,620000000,574400000,0, ,0,0,不適用  ,1,1,                                                                                ,昱晶一                        ,20120925,5,0,2,2,                                                                                ,20140925,101.0025,凱基證券股份有限公司                                                            ,0,                                                            ,1,7,31.36,20121026,20170915,中國信託商業銀行法人信託部                        
3514      ,昱晶能源,35142          ,5,2         ,1         ,20130918,20180918,500000000,91100000,0, ,0,0,不適用  ,1,1,                                                                                ,昱晶二                        ,20130918,5,0,2,2,                                                                                ,20150918,101.0025,凱基證券股份有限公司                                                            ,0,                                                            ,1,7,26.3,20131019,20180908,中國信託商業銀行法人信託部                        
3520      ,振維電子,YM08AA         ,5,2         ,1         ,20131112,20161112,240000000,240000000,0, ,0,0,        ,0,1,                                                                                ,振維私募一債                  ,0,3,0,5,1,安泰商業銀行股份有限公司                                                        ,0,0,                                                                                ,0,                                                            ,1,8,14.1,20131213,20161102,不適用                                            
3526      ,凡甲科技,35262          ,5,2         ,,20131031,20161031,200000000,193500000,0, ,0,0,不適用  ,1,1,                                                                                ,凡甲二                        ,20131031,3,0,2,1,永豐商業銀行股份有限公司                                                        ,20151031,100,華南永昌綜合證券股份有限公司                                                    ,20131031,                                                            ,1,7,24.8,20131202,20161021,玉山銀行信託部                                    
3545      ,旭曜,35451          ,5,1         ,,20130617,20180617,1000000000,996200000,0, ,0,0,不適用  ,1,1,                                                                                ,旭曜一                        ,20130617,5,0,2,2,                                                                                ,20160617,103.03,永豐金證券股份有限公司                                                          ,0,                                                            ,1,7,57.03,20130718,20180607,永豐商業銀行股份有限公司信託部                    
3552      ,同致電子,35522          ,5,2         ,1         ,20101025,20151025,400000000,12300000,0, ,0,0,        ,1,1,                                                                                ,同致二                        ,20101025,5,0,2,2,                                                                                ,0,0,永豐金證券股份有限公司                                                          ,20140731,執行轉換公司債                                              ,1,7,145,20101126,20151014,永豐商業銀行股份有限公司信託部                    
3552      ,同致電子,35523          ,5,3         ,1         ,20130129,20180129,300000000,49900000,0, ,0,0,        ,1,1,                                                                                ,同致三                        ,20130129,5,0,2,2,                                                                                ,20160129,101.81,永豐金證券股份有限公司                                                          ,20140731,執行轉換公司債                                              ,1,7,73.5,20130301,20180119,永豐商業銀行股份有限公司信託部                    
3555      ,擎泰科技,YP40AA         ,5,102       ,1         ,20131014,20161014,80000000,80000000,0, ,0,0,中華信評,0,1,                                                                                ,擎泰科技私募一債              ,0,3,0,5,2,                                                                                ,0,0,無                                                                              ,20140630,初次發行                                                    ,1,8,9.1,20131014,20161014,無                                                
3556      ,禾瑞亞,               ,5,101       ,1         ,20121228,20161227,90000000,90000000,1, ,0,0,        ,0,1,                                                                                ,                              ,0,4,0,5,2,                                                                                ,20151228,100,無                                                                              ,0,                                                            ,1,8,42.7,20130128,20161217,無                                                
3557      ,嘉威光電,35571          ,5,1         ,,20140226,20170226,150000000,150000000,0, ,0,0,不適用  ,1,1,                                                                                ,嘉威一                        ,20140226,3,0,2,1,大眾商業銀行(股)公司                                                            ,0,0,大眾綜合證券股份有限公司                                                        ,0,                                                            ,1,7,8.2,20140327,20170216,華南商業銀行(股)公司                              
3576      ,新日光,35761          ,5,1         ,,20131001,20161001,501500000,164000000,0, ,0,0,        ,1,1,                                                                                ,新日一                        ,20131001,3,0,2,1,第一商業銀行                                                                    ,0,0,凱基證券股份有限公司                                                            ,20140623,公司債轉換普通股                                            ,1,7,29.35,20131102,20160921,中國信託商業銀行                                  
3576      ,新日光,35762          ,5,2         ,,20131001,20161001,501500000,54800000,0, ,0,0,        ,1,1,                                                                                ,新日二                        ,20131001,3,0,2,1,大眾商業銀行                                                                    ,0,0,凱基證券股份有限公司                                                            ,20140623,公司債轉換普通股                                            ,1,7,29.35,20131102,20160921,中國信託商業銀行                                  
3591      ,艾笛森,35911          ,5,1         ,,20110906,20160906,850000000,162700000,0, ,0,0,不適用  ,1,1,                                                                                ,艾笛一                        ,20110906,5,0,2,2,                                                                                ,20130906,103.02,永豐金證券股份有限公司                                                          ,0,                                                            ,0,7,55.5,20111007,20160827,日盛國際商業銀行股份有限公司                      
3591      ,艾笛森,35912          ,5,2         ,,20131115,20181115,1000000000,424900000,0, ,0,0,不適用  ,1,1,                                                                                ,艾笛二                        ,20131115,5,0,2,2,                                                                                ,20151115,102.52,永豐金證券股份有限公司                                                          ,0,                                                            ,1,7,34.46,20131216,20181105,永豐商業銀行股份有限公司                          
3598      ,奕力,35981          ,5,2         ,,20111031,20161031,400000000,22400000,0, ,0,0,無      ,1,1,                                                                                ,奕力一                        ,20111031,5,0,2,2,                                                                                ,20141031,100.7519,凱基證券股份有限公司                                                            ,20140630,103年06月受理轉換可轉債計50張                               ,1,7,75.9,20111201,20161021,永豐商業銀行股份有限公司                          
3607      ,谷崧,36071          ,5,1         ,,20121105,20171105,600000000,304400000,0, ,0,0,不適用  ,1,1,                                                                                ,谷崧一                        ,20121105,5,0,2,2,                                                                                ,20141105,101,兆豐證券股份有限公司                                                            ,0,                                                            ,1,7,58,20121206,20171026,中國信託商業銀行股份有限公司                      
3631      ,晟楠,36311          ,5,1         ,,20111208,20161208,300000000,294800000,0, ,0,0,無      ,1,1,                                                                                ,晟楠一                        ,20111208,5,0,2,1,安泰商業銀行股份有限公司                                                        ,20141208,103.8,寶來證券股份限公司                                                              ,0,                                                            ,1,7,45.8,20120109,20161128,元大商業銀行股份有限公司信託部                    
3631      ,晟楠,36312          ,5,2         ,,20111208,20141208,200000000,199500000,0, ,0,0,無      ,1,1,                                                                                ,晟楠二                        ,20111208,3,0,2,1,遠東國際商業銀行股份有限公司                                                    ,20131208,102.52,寶來證券股份限公司                                                              ,0,                                                            ,1,7,45.8,20120109,20141128,元大商業銀行股份有限公司信託部                    
3632      ,研勤,36321          ,5,1         ,,20120716,20170716,200000000,93300000,0, ,0,0,        ,1,1,                                                                                ,研勤一                        ,20120716,5,0,2,2,                                                                                ,20140716,101.0025,台新綜合證券股份有限公司                                                        ,20120716,不適用                                                      ,1,7,42.5,20120817,20170716,玉山商業銀行股份有限公司信託部                    
3662      ,樂陞科技,36623          ,5,3         ,,20140627,20170627,400000000,400000000,0, ,0,0,不適用  ,1,1,                                                                                ,樂陞三                        ,20140627,3,0,2,2,                                                                                ,20160627,103.0225,宏遠證券股份有限公司                                                            ,20140627,                                                            ,1,7,154.83,20140728,20170617,永豐商業銀行股份有限公司                          
3663      ,鑫科材料,36631          ,5,1         ,,20130916,20160916,200000000,185700000,0, ,0,0,不適用  ,1,1,                                                                                ,鑫科一                        ,20130916,3,0,2,1,華南商業銀行                                                                    ,20150916,101.909,台新綜合證券股份有限公司                                                        ,0,                                                            ,1,7,24.8,20131017,20160906,台新國際商業銀行股份有限公司                      
3663      ,鑫科材料,36632          ,5,2         ,,20130917,20180917,100000000,45500000,0, ,0,0,不適用  ,1,1,                                                                                ,鑫科二                        ,20130917,5,0,2,2,                                                                                ,20150917,102.5156,台新綜合證券股份有限公司                                                        ,0,                                                            ,1,7,24.8,20131018,20180907,台新國際商業銀行股份有限公司                      
3665      ,F-貿聯,36652          ,5,2         ,,20140730,20170730,200000000,200000000,0, ,0,0,        ,1,1,                                                                                ,貿聯二                        ,20140730,3,0,2,2,                                                                                ,0,0,910T群益金鼎證券                                                                ,0,                                                            ,1,7,134.5,20140831,20170730,中國信託綜合證券股份有限公司                      
